"City","State","Total","X1_Units","X2_Units","X3.4_Units","X5.Inf_Units","X5.Inf_Units_Stucture"
"Monroe","LA MSA",23,23,0,0,0,0
"Montgomery","AL MSA",62,62,0,0,0,0
"Muncie","IN MSA",36,24,12,0,0,0
"Myrtle Beach","SC MSA",222,174,0,0,48,4
"Naples","FL MSA",389,244,0,112,33,2
"Nashville","TN MSA",889,769,4,4,112,14
"New London-Norwich","CT-RI MSA",70,68,2,0,0,0
"New Orleans","LA MSA",278,266,0,3,9,1
"New York-Northern NewJersey-Long Island","NY-NJ-CT-PA CMSA",3860,2024,436,422,978,73
"Norfolk-Virginia Beach-Newport News","VA-NC MSA",605,557,14,0,34,3
"Ocala","FL MSA",596,584,0,0,12,2
"Odessa-Midland","TX MSA",91,23,0,0,68,1
"Oklahoma City","OK MSA",435,432,0,3,0,0
"Omaha","NE-IA MSA",423,331,0,0,92,3
"Orlando","FL MSA",1545,1324,8,8,205,15
"Owensboro","KY MSA",57,57,0,0,0,0
"Panama City","FL MSA",108,93,12,3,0,0
"Parkersburg-Marietta","WV-OHMSA",12,12,0,0,0,0
"Pensacola","FL MSA",184,184,0,0,0,0
"Peoria-Pekin","IL MSA",78,76,2,0,0,0
"Philadelphia-Wilmington-Atlantic City","PA-NJ-DE-MDCMSA",1634,1328,24,36,246,24
"Phoenix-Mesa","AZ MSA",3288,2800,0,34,454,35
"Pine Bluff","AR MSA",16,14,2,0,0,0
"Pittsburgh","PA MSA",421,377,12,7,25,4
"Pittsfield","MA MSA",2,2,0,0,0,0
"Pocatello","ID MSA",17,17,0,0,0,0
"Portland","ME MSA",108,89,6,8,5,1
"Portland-Salem","OR-WA CMSA",1034,693,42,31,268,9
"Providence-Fall River-Warwick","RI-MA MSA",204,180,8,11,5,1
"Provo-Orem","UT MSA",217,166,4,7,40,4
"Pueblo","CO MSA",104,92,12,0,0,0
"Punta Gorda","FL MSA",116,105,2,3,6,1
"Raleigh-Durham-Chapel HillNC MSA","1137",935,12,0,190,7,NA
"Rapid City","SD MSA",32,29,0,3,0,0
"Reading","PA MSA",68,60,0,8,0,0
"Redding","CA MSA",75,75,0,0,0,0
"Reno","NV MSA",385,342,0,0,43,3
"Richland-Kennewick-Pasco WA MSA","330",102,0,4,224,11,NA
"Richmond-Petersburg","VA MSA",500,498,2,0,0,0
"Roanoke","VA MSA",78,73,0,0,5,1
"Rochester","MN MSA",110,102,0,8,0,0
"Rochester","NY MSA",152,133,2,4,13,1
"Rockford","IL MSA",134,130,4,0,0,0
"Rocky Mount","NC MSA",77,25,52,0,0,0
"Sacramento-Yolo","CA CMSA",2106,1394,4,6,702,48
"Saginaw-Bay City-Midland MI MSA","36",28,0,3,5,1,NA
"St. Cloud","MN MSA",59,54,0,0,5,1
"St. Joseph","MO MSA",10,8,2,0,0,0
"St. Louis","MO-IL MSA",924,743,16,7,158,16
"Salinas","CA MSA",111,111,0,0,0,0
"Salt Lake City-Ogden","UT MSA",668,579,6,34,49,5
"San Angelo","TX MSA",12,12,0,0,0,0
"San Antonio","TX MSA",557,523,18,0,16,2
"San Diego","CA MSA",958,585,8,21,344,12
"San Francisco-Oakland-SanJose","CA CMSA",1731,980,34,13,704,37
"San Luis Obispo-Atascadero-Paso Robles","CA MSA",78,76,2,0,0,0
"Santa Barbara-Santa Maria-Lompoc","CA MSA",78,68,2,3,5,1
"Santa Fe","NM MSA",19,19,0,0,0,0
"Sarasota-Bradenton","FL MSA",1016,606,2,11,397,19
"Savannah","GA MSA",121,116,0,0,5,1
"Scranton--Wilkes-Barre--Hazleton","PA MSA",44,44,0,0,0,0
"Seattle-Tacoma-BremertonWA CMSA","1960",1354,46,21,539,38,NA
"Sharon","PA MSA",7,7,0,0,0,0
"Sheboygan","WI MSA",5,5,0,0,0,0
"Sherman-Denison","TX MSA",11,9,2,0,0,0
"Shreveport-Bossier City","LAMSA",86,86,0,0,0,0
"Sioux City","IA-NE MSA",6,6,0,0,0,0
"Sioux Falls","SD MSA",139,112,0,3,24,3
"South Bend","IN MSA",178,69,0,0,109,10
"Spokane","WA MSA",152,116,2,0,34,2
"Springfield","IL MSA",53,47,6,0,0,0
"Springfield","MO MSA",314,178,8,3,125,7
"Springfield","MA MSA",81,64,4,3,10,1
"State College","PA MSA",37,37,0,0,0,0
"Steubenville-Weirton","OH-WVMSA",2,2,0,0,0,0
"Stockton-Lodi","CA MSA",477,421,4,6,46,4
"Sumter","SC MSA",24,22,2,0,0,0
"Syracuse","NY MSA",72,67,0,0,5,1
"Tallahassee","FL MSA",323,147,8,0,168,7
"Tampa-St. Petersburg-Clearwater","FL MSA",1402,1327,58,6,11,2
"Terre Haute","IN MSA",15,15,0,0,0,0
"Texarkana","TX-TexarkanaARMSA",23,11,12,0,0,0
"Toledo","OH MSA",171,141,8,4,18,2
"Topeka","KS MSA",47,47,0,0,0,0
"Tucson","AZ MSA",436,370,6,10,50,4
"Tulsa","OK MSA",356,216,0,0,140,8
"Tuscaloosa","AL MSA",48,48,0,0,0,0
"Tyler","TX MSA",30,25,0,0,5,1
"Utica-Rome","NY MSA",7,7,0,0,0,0
"Victoria","TX MSA",12,12,0,0,0,0
"Visalia-Tulare-Porterville CA MSA","141",130,8,3,0,0,NA
"Waco","TX MSA",36,30,6,0,0,0
"Washington-Baltimore","DC-MD-VA-WV CMSA",3785,2648,12,4,1121,25
"Waterloo-Cedar Falls","IA MSA",18,14,4,0,0,0
"Wausau","WI MSA",55,49,6,0,0,0
"West Palm Beach-Boca RatonFL MSA","795",680,0,4,111,7,NA
"Wheeling","WV-OH MSA",2,2,0,0,0,0
"Wichita","KS MSA",151,141,10,0,0,0
"Wichita Falls","TX MSA",17,17,0,0,0,0
"Wilmington","NC MSA",288,238,2,0,48,3
"Yakima","WA MSA",40,34,2,4,0,0
"York","PA MSA",100,94,6,0,0,0
"Youngstown-Warren","OH MSA",118,85,12,0,21,3
"Yuba City","CA MSA",99,99,0,0,0,0
"Yuma","AZ MSA",94,94,0,0,0,0
"Abilene","TX MSA",18,16,2,0,0,0
"Albany","GA MSA",70,48,22,0,0,0
"Albany-Schenectady-Troy","NYMSA",201,137,0,4,60,3
"Albuquerque","NM MSA",404,392,0,12,0,0
"Alexandria","LA MSA",24,24,0,0,0,0
"Allentown-Bethlehem-Easton PA MSA","184",169,0,15,0,0,NA
"Altoona","PA MSA",2,2,0,0,0,0
"Amarillo","TX MSA",45,45,0,0,0,0
"Anchorage","AK MSA",67,45,16,0,6,1
"Anniston","AL MSA",18,18,0,0,0,0
"Appleton-Oshkosh-Neenah","WIMSA",185,85,8,0,92,11
"Asheville","NC MSA",642,112,8,20,502,23
"Athens","GA MSA",140,140,0,0,0,0
"Atlanta","GA MSA",4690,3424,8,24,1234,23
"Auburn-Opelika","AL MSA",22,18,4,0,0,0
"Augusta-Aiken","GA-SC MSA",452,240,2,0,210,8
"Austin-San Marcos","TX MSA",1177,518,160,21,478,25
"Bakersfield","CA MSA",264,262,2,0,0,0
"Bangor","ME MSA",29,21,0,8,0,0
"Barnstable-Yarmouth","MA MSA",95,95,0,0,0,0
"Baton Rouge","LA MSA",317,100,0,0,217,6
"Beaumont-Port Arthur","TX MSA",37,37,0,0,0,0
"Bellingham","WA MSA",107,70,4,3,30,2
"Benton Harbor","MI MSA",10,10,0,0,0,0
"Billings","MT MSA",24,24,0,0,0,0
"Biloxi-Gulfport-Pascagoula MS MSA","109",109,0,0,0,0,NA
"Binghamton","NY MSA",8,8,0,0,0,0
"Birmingham","AL MSA",332,332,0,0,0,0
"Bismarck","ND MSA",12,12,0,0,0,0
"Bloomington","IN MSA",46,32,14,0,0,0
"Bloomington-Normal","IL MSA",99,49,0,4,46,7
"Boise City","ID MSA",670,395,6,23,246,22
"Boston-Worcester-LawrenceMA-NH-ME-CT CMSA","1353",840,50,91,372,37,NA
"Brownsville-Harlingen-SanBenito","TX MSA",199,184,6,4,5,1
"Bryan-College Station","TX MSA",248,45,0,0,203,2
"Buffalo-Niagara Falls","NY MSA",236,205,14,0,17,3
"Burlington","VT MSA",35,27,2,6,0,0
"Canton-Massillon","OH MSA",67,65,2,0,0,0
"Casper","WY MSA",10,10,0,0,0,0
"Cedar Rapids","IA MSA",57,39,6,0,12,1
"Champaign-Urbana","IL MSA",75,30,0,0,45,3
"Charleston-NorthCharleston","SC MSA",320,292,0,15,13,1
"Charleston","WV MSA",22,22,0,0,0,0
"Charlotte-Gastonia-RockHill","NC-SC MSA",1876,1617,8,8,243,18
"Charlottesville","VA MSA",163,73,4,0,86,1
"Chattanooga","TN-GA MSA",248,184,4,3,57,4
"Cheyenne","WY MSA",47,41,0,0,6,1
"Chicago-Gary-Kenosha","IL-IN-WI CMSA",3526,2331,48,98,1049,63
"Chico-Paradise","CA MSA",60,60,0,0,0,0
"Cincinnati-Hamilton","OH-KY-IN CMSA",883,702,24,16,141,13
"Clarksville-Hopkinsville TN-KY MSA","96",68,0,4,24,3,NA
"Cleveland-Akron","OH CMSA",635,554,4,11,66,7
"Colorado Springs","CO MSA",524,334,6,4,180,11
"Columbia","MO MSA",149,59,10,0,80,9
"Columbia","SC MSA",374,319,0,0,55,2
"Columbus","GA-AL MSA",90,76,2,0,12,1
"Columbus","OH MSA",1455,714,8,78,655,60
"Corpus Christi","TX MSA",76,72,0,4,0,0
"Corvallis OR MSA","18",18,0,0,0,0,NA
"Cumberland","MD-WV MSA",5,5,0,0,0,0
"Dallas-Fort Worth","TX CMSA",5011,2382,6,120,2503,110
"Danville","VA MSA",21,21,0,0,0,0
"Davenport-Moline-RockIsland","IA-IL MSA",26,26,0,0,0,0
"Dayton-Springfield","OH MSA",252,217,32,3,0,0
"Daytona Beach","FL MSA",601,572,24,0,5,1
"Decatur","Al MSA",17,17,0,0,0,0
"Decatur","IL MSA",5,5,0,0,0,0
"Denver-Boulder-Greeley","COCMSA",2368,1566,18,48,736,39
"Des Moines","IA MSA",306,286,2,4,14,2
"Detroit-Ann Arbor-Flint","MICMSA",1873,1362,12,21,478,24
"Dothan","AL MSA",25,25,0,0,0,0
"Dover","DE MSA",97,97,0,0,0,0
"Dubuque","IA MSA",21,12,4,0,5,1
"Duluth-Superior","MN-WI MSA",29,27,2,0,0,0
"Eau Claire","WI MSA",22,18,4,0,0,0
"El Paso","TX MSA",267,252,2,8,5,1
"Elkhart-Goshen","IN MSA",235,59,0,0,176,13
"Elmira","NY MSA",8,5,0,3,0,0
"Enid","OK MSA",8,8,0,0,0,0
"Erie","PA MSA",26,18,0,8,0,0
"Eugene-Springfield","OR MSA",105,87,6,0,12,1
"Evansville-Henderson","IN-KYMSA",69,63,2,4,0,0
"Fargo-Moorhead","ND-MN MSA",11,11,0,0,0,0
"Fayetteville","NC MSA",236,103,2,0,131,13
"Fayetteville-Springdale-Rogers","AR MSA",215,126,0,6,83,8
"Flagstaff","AZ-UT MSA",63,63,0,0,0,0
"Florence","AL MSA",6,4,2,0,0,0
"Florence","SC MSA",4,4,0,0,0,0
"Fort Collins-Loveland","CO MSA",259,181,0,4,74,5
"Fort Myers-Cape Coral","FL MSA",851,629,48,20,154,18
"Fort Pierce-Port St. Lucie FL MSA","292",255,0,0,37,2,NA
"Fort Smith","AR-OK MSA",30,22,8,0,0,0
"Fort Walton Beach","FL MSA",256,167,0,0,89,1
"Fort Wayne","IN MSA",271,179,8,0,84,10
"Fresno","CA MSA",363,349,6,8,0,0
"Gadsden","AL MSA",5,5,0,0,0,0
"Gainesville","FL MSA",73,73,0,0,0,0
"Glens Falls","NY MSA",33,33,0,0,0,0
"Goldsboro","NC MSA",23,23,0,0,0,0
"Grand Forks","ND-MN MSA",26,2,0,0,24,1
"Grand Junction","CO MSA",108,108,0,0,0,0
"Grand Rapids-Muskegon-Holland","MI MSA",466,405,2,7,52,8
"Great Falls","MT MSA",6,6,0,0,0,0
"Green Bay","WI MSA",132,59,8,0,65,6
"Greensboro--Winston-Salem--High Point","NC MSA",1035,796,12,12,215,16
"Greenville","NC MSA",391,101,26,0,264,15
"Greenville-Spartanburg-Anderson","SC MSA",478,448,0,9,21,1
"Harrisburg-Lebanon-Carlisle","PA MSA",116,107,0,3,6,1
"Hartford","CT MSA",234,214,4,0,16,3
"Hattiesburg","MS MSA",1,1,0,0,0,0
"Hickory-Morganton-Lenoir NC MSA","157",137,4,0,16,2,NA
"Honolulu","HI MSA",131,108,2,0,21,2
"Houma","LA MSA",58,56,2,0,0,0
"Houston-Galveston-BrazoriaTX CMSA","4394",2554,0,3,1837,73,NA
"Huntington-Ashland","WV-KY-OH MSA",5,2,0,3,0,0
"Huntsville","AL MSA",76,76,0,0,0,0
"Indianapolis","IN MSA",1512,798,46,24,644,48
"Iowa City","IA MSA",69,39,0,8,22,3
"Jackson","MI MSA",12,10,2,0,0,0
"Jackson","MS MSA",160,143,0,0,17,2
"Jackson","TN MSA",25,25,0,0,0,0
"Jacksonville","FL MSA",1174,905,0,4,265,24
"Jacksonville","NC MSA",80,80,0,0,0,0
"Jamestown","NY MSA",1,1,0,0,0,0
"Janesville-Beloit","WI MSA",150,21,10,8,111,9
"Johnson City-Kingsport-Bristol","TN-VA MSA",85,85,0,0,0,0
"Johnstown","PA MSA",3,3,0,0,0,0
"Jonesboro","AR MSA",28,28,0,0,0,0
"Joplin","MO MSA",9,9,0,0,0,0
"Kalamazoo-Battle Creek","MIMSA",93,68,0,3,22,3
"Kansas City","MO-KS MSA",1707,869,22,67,749,14
"Killeen-Temple","TX MSA",133,103,6,24,0,0
"Knoxville","TN MSA",287,225,6,6,50,3
"Kokomo","IN MSA",26,26,0,0,0,0
"La Crosse","WI-MN MSA",24,12,12,0,0,0
"Lafayette","LA MSA",280,72,0,0,208,7
"Lafayette","IN MSA",67,65,2,0,0,0
"Lake Charles","LA MSA",79,60,0,0,19,1
"Lakeland-Winter Haven","FL MSA",329,327,2,0,0,0
"Lancaster","PA MSA",89,89,0,0,0,0
"Lansing-East Lansing","MI MSA",117,90,0,0,27,3
"Laredo","TX MSA",146,117,0,0,29,2
"Las Cruces","NM MSA",249,103,2,0,144,16
"Las Vegas","NV-AZ MSA",2986,2314,32,34,606,51
"Lawrence","KS MSA",68,44,24,0,0,0
"Lawton","OK MSA",1,1,0,0,0,0
"Lewiston-Auburn","ME MSA",8,6,2,0,0,0
"Lexington","KY MSA",260,238,22,0,0,0
"Lima","OH MSA",8,6,2,0,0,0
"Lincoln","NE MSA",132,95,4,0,33,2
"Little Rock-North LittleRock","AR MSA",293,191,2,40,60,5
"Longview-Marshall","TX MSA",12,12,0,0,0,0
"Los Angeles-Riverside-Orange County","CA CMSA",4613,3303,42,57,1211,49
"Louisville","KY-IN MSA",415,328,2,0,85,10
"Lubbock","TX MSA",82,70,12,0,0,0
"Lynchburg","VA MSA",117,113,4,0,0,0
"Macon","GA MSA",166,162,4,0,0,0
"Madison","WI MSA",330,149,12,21,148,11
"Mansfield","OH MSA",14,14,0,0,0,0
"McAllen-Edinburg-Mission TX MSA","440",370,6,15,49,4,NA
"Medford-Ashland","OR MSA",149,141,0,3,5,1
"Melbourne-Titusville-PalmBay","FL MSA",457,352,2,0,103,8
"Memphis","TN-AR-MS MSA",600,458,0,0,142,1
"Merced","CA MSA",227,227,0,0,0,0
"Miami-Fort Lauderdale","FLCMSA",1843,872,16,18,937,10
"Milwaukee-Racine","WI CMSA",596,308,30,3,255,11
"Minneapolis-St. Paul","MN-WIMSA",2302,1331,28,51,892,28
"Missoula","MT MSA",61,16,10,19,16,2
"Mobile","AL MSA",309,257,2,4,46,4
"Modesto","CA MSA",168,157,6,0,5,1
"Monroe","LA MSA",51,51,0,0,0,0
"Montgomery","AL MSA",116,116,0,0,0,0
"Muncie","IN MSA",17,17,0,0,0,0
"Myrtle Beach","SC MSA",322,219,0,3,100,7
"Naples","FL MSA",458,251,2,36,169,5
"Nashville","TN MSA",803,652,4,0,147,9
"New London-Norwich","CT-RI MSA",59,59,0,0,0,0
"New Orleans","LA MSA",322,289,14,3,16,1
"New York-Northern NewJersey-Long Island","NY-NJ-CT-PA CMSA",4448,2160,390,453,1445,83
"Norfolk-Virginia Beach-Newport News","VA-NC MSA",729,561,0,0,168,24
"Ocala","FL MSA",522,522,0,0,0,0
"Odessa-Midland","TX MSA",52,52,0,0,0,0
"Oklahoma City","OK MSA",441,437,4,0,0,0
"Omaha","NE-IA MSA",321,231,0,0,90,9
"Orlando","FL MSA",2071,1391,0,4,676,42
"Owensboro","KY MSA",78,76,2,0,0,0
"Panama City","FL MSA",81,81,0,0,0,0
"Parkersburg-Marietta","WV-OHMSA",10,6,4,0,0,0
"Pensacola","FL MSA",304,160,0,0,144,3
"Peoria-Pekin","IL MSA",89,58,6,20,5,1
"Philadelphia-Wilmington-Atlantic City","PA-NJ-DE-MDCMSA",1490,1331,34,11,114,14
"Phoenix-Mesa","AZ MSA",3897,2689,0,40,1168,107
"Pine Bluff","AR MSA",10,8,2,0,0,0
"Pittsburgh","PA MSA",429,337,8,32,52,7
"Pittsfield","MA MSA",1,1,0,0,0,0
"Pocatello","ID MSA",19,19,0,0,0,0
"Portland","ME MSA",161,98,4,14,45,8
"Portland-Salem","OR-WA CMSA",1155,817,38,20,280,19
"Providence-Fall River-Warwick","RI-MA MSA",181,148,16,7,10,2
"Provo-Orem","UT MSA",217,174,6,0,37,4
"Pueblo","CO MSA",155,63,92,0,0,0
"Punta Gorda","FL MSA",169,129,4,0,36,2
"Raleigh-Durham-Chapel HillNC MSA","1413",1088,10,7,308,16,NA
"Rapid City","SD MSA",35,35,0,0,0,0
"Reading","PA MSA",55,44,0,3,8,1
"Redding","CA MSA",45,45,0,0,0,0
"Reno","NV MSA",252,206,2,0,44,5
"Richland-Kennewick-Pasco WA MSA","117",101,0,6,10,1,NA
"Richmond-Petersburg","VA MSA",844,522,2,0,320,15
"Roanoke","VA MSA",68,60,0,0,8,1
"Rochester","MN MSA",89,89,0,0,0,0
"Rochester","NY MSA",139,130,0,4,5,1
"Rockford","IL MSA",129,103,10,16,0,0
"Rocky Mount","NC MSA",33,33,0,0,0,0
"Sacramento-Yolo","CA CMSA",1672,1355,6,104,207,15
"Saginaw-Bay City-Midland MI MSA","41",33,2,0,6,1,NA
"St. Cloud","MN MSA",100,49,0,0,51,2
"St. Joseph","MO MSA",10,8,2,0,0,0
"St. Louis","MO-IL MSA",797,723,16,24,34,5
"Salinas","CA MSA",55,55,0,0,0,0
"Salt Lake City-Ogden","UT MSA",705,567,4,17,117,9
"San Angelo","TX MSA",18,18,0,0,0,0
"San Antonio","TX MSA",620,616,4,0,0,0
"San Diego","CA MSA",943,555,16,72,300,16
"San Francisco-Oakland-SanJose","CA CMSA",2259,1028,38,30,1163,26
"San Luis Obispo-Atascadero-Paso Robles","CA MSA",77,67,0,0,10,2
"Santa Barbara-Santa Maria-Lompoc","CA MSA",160,129,18,7,6,1
"Santa Fe","NM MSA",23,23,0,0,0,0
"Sarasota-Bradenton","FL MSA",703,647,8,12,36,4
"Savannah","GA MSA",108,99,4,0,5,1
"Scranton--Wilkes-Barre--Hazleton","PA MSA",54,54,0,0,0,0
"Seattle-Tacoma-BremertonWA CMSA","1490",1171,36,59,224,24,NA
"Sharon","PA MSA",11,11,0,0,0,0
"Sheboygan","WI MSA",5,5,0,0,0,0
"Sherman-Denison","TX MSA",16,16,0,0,0,0
"Shreveport-Bossier City","LAMSA",81,81,0,0,0,0
"Sioux City","IA-NE MSA",11,11,0,0,0,0
"Sioux Falls","SD MSA",94,90,0,4,0,0
"South Bend","IN MSA",49,49,0,0,0,0
"Spokane","WA MSA",113,79,4,0,30,2
"Springfield","IL MSA",47,41,6,0,0,0
"Springfield","MO MSA",178,132,0,3,43,3
"Springfield","MA MSA",52,48,4,0,0,0
"State College","PA MSA",31,31,0,0,0,0
"Steubenville-Weirton","OH-WVMSA",2,2,0,0,0,0
"Stockton-Lodi","CA MSA",576,576,0,0,0,0
"Sumter","SC MSA",32,23,4,0,5,1
"Syracuse","NY MSA",163,49,0,0,114,15
"Tallahassee","FL MSA",782,86,0,0,696,56
"Tampa-St. Petersburg-Clearwater","FL MSA",1491,1177,56,23,235,13
"Terre Haute","IN MSA",7,7,0,0,0,0
"Texarkana","TX-TexarkanaARMSA",156,12,0,0,144,12
"Toledo","OH MSA",372,155,0,11,206,21
"Topeka","KS MSA",57,54,0,3,0,0
"Tucson","AZ MSA",384,380,4,0,0,0
"Tulsa","OK MSA",229,205,6,0,18,1
"Tuscaloosa","AL MSA",62,62,0,0,0,0
"Tyler","TX MSA",34,25,0,0,9,1
"Utica-Rome","NY MSA",5,5,0,0,0,0
"Victoria","TX MSA",4,4,0,0,0,0
"Visalia-Tulare-Porterville CA MSA","185",177,8,0,0,0,NA
"Waco","TX MSA",27,24,0,3,0,0
"Washington-Baltimore","DC-MD-VA-WV CMSA",4547,2748,78,3,1718,65
"Waterloo-Cedar Falls","IA MSA",12,10,2,0,0,0
"Wausau","WI MSA",40,36,4,0,0,0
"West Palm Beach-Boca RatonFL MSA","914",784,0,0,130,8,NA
"Wheeling","WV-OH MSA",1,1,0,0,0,0
"Wichita","KS MSA",130,128,2,0,0,0
"Wichita Falls","TX MSA",13,13,0,0,0,0
"Wilmington","NC MSA",627,503,0,0,124,12
"Yakima","WA MSA",25,17,8,0,0,0
"York","PA MSA",97,74,10,0,13,2
"Youngstown-Warren","OH MSA",56,45,6,0,5,1
"Yuba City","CA MSA",38,38,0,0,0,0
"Yuma","AZ MSA",188,104,0,0,84,1
